file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,dilation,opening,closing,morphological_gradient,top_hat,black_hat
PT-TT-SNI-DSC-35-5-6231_m2030,21.45,21.45,29.07,30.1,25.61,28.37,14.88,20.76,52.94,21.45,0.35,0.35,21.45,36.68,26.64,39.45
PT-TT-SNI-DSC-35-5-6279_m2076,42.17,42.17,32.91,31.95,46.65,34.19,38.34,41.53,40.58,42.17,0.32,26.84,42.17,18.21,27.48,30.03
PT-TT-SNI-DSC-35-5-6298_m2094,46.48,46.48,48.73,32.11,42.54,48.45,27.04,47.32,18.03,46.48,0.28,23.1,46.48,20.0,53.52,27.89
PT-TT-SNI-DSC-35-5-6300_m2096,32.92,32.92,22.67,21.43,32.61,46.27,16.77,31.99,22.98,32.92,0.0,18.94,32.92,17.7,34.78,31.99
PT-TT-SNI-DSC-35-5-6397_m2182,78.44,78.44,73.12,73.59,82.03,73.91,53.59,78.28,82.97,78.44,0.16,83.44,78.44,57.97,78.44,70.78
PT-TT-SNI-DSC-35-5-6452_m2215,47.12,47.12,55.97,58.19,50.0,59.07,23.23,47.12,40.49,47.12,0.22,53.32,47.12,38.72,46.9,57.52
PT-TT-SNI-DSC-35-6-8717_m0026,84.81,84.81,87.29,83.88,87.29,87.71,85.33,85.54,82.54,84.81,0.0,86.47,84.81,81.4,84.81,85.64
PT-TT-SNI-DSC-35-6-8717_m0027,83.65,83.65,83.02,81.76,74.84,81.97,77.78,84.7,75.47,83.65,0.0,82.81,83.65,70.65,80.29,71.07
PT-TT-SNI-DSC-35-6-8794_m0134,77.08,77.08,77.65,49.24,62.31,44.32,59.28,77.84,57.58,77.08,0.19,69.13,77.08,34.47,74.81,64.77
PT-TT-SNI-DSC-35-6-8794_m0135,55.87,55.87,64.96,64.2,54.36,70.64,26.33,55.68,33.71,55.87,0.19,58.33,55.87,30.87,69.7,67.23
PT-TT-SNI-DSC-35-6-8809_m0152,78.7,78.7,74.36,73.18,80.28,78.7,74.16,78.7,65.68,78.7,0.2,72.78,78.7,65.48,78.7,82.25
PT-TT-SNI-DSC-35-6-8843_m0190,84.15,84.15,79.46,87.03,81.9,87.29,87.55,83.95,83.89,84.15,0.06,75.55,84.15,78.88,84.15,80.87
PT-TT-SNI-DSC-35-6-8843_m0191,87.71,87.71,88.21,86.98,86.98,86.98,87.22,88.21,78.87,87.71,0.25,83.54,87.71,77.4,87.71,86.24
PT-TT-SNI-DSC-35-6-8886_m0246,89.53,89.53,88.97,88.51,89.06,83.5,88.14,89.16,82.76,89.53,0.0,83.6,89.53,81.56,89.53,88.97
PT-TT-SNI-DSC-35-6-8886_m0247,90.08,90.08,85.5,83.21,90.08,84.35,86.45,90.08,84.73,90.08,0.19,87.21,90.08,78.05,89.89,89.89
PT-TT-SNI-DSC-35-6-8908_m0277,90.34,90.34,86.16,83.42,90.08,85.38,86.29,90.34,83.81,90.34,0.13,79.37,90.34,77.81,90.34,88.12
PT-TT-SNI-DSC-35-6-8933_m0314,88.19,88.19,86.76,89.88,87.1,89.27,85.06,87.98,86.15,88.19,0.0,89.07,88.19,82.82,88.19,85.74
PT-TT-SNI-DSC-35-6-8933_m0315,87.34,87.34,88.06,88.65,88.65,84.57,87.19,86.9,83.55,87.34,0.15,82.82,87.34,76.71,88.65,85.01
PT-TT-SNI-DSC-35-6-8969_m0357,87.37,87.37,88.05,88.05,87.46,88.47,85.77,87.29,78.28,87.37,0.0,87.54,87.37,76.52,87.37,87.96
PT-TT-SNI-DSC-35-6-8969_m0358,81.62,81.62,81.62,74.45,78.82,78.5,75.7,79.13,66.67,81.62,0.31,80.06,81.62,66.04,81.31,81.93
PT-TT-SNI-DSC-35-6-9038_m0442,88.72,88.72,81.03,77.95,87.69,74.87,81.54,88.21,52.31,88.72,0.51,61.03,88.72,49.23,83.08,81.54
PT-TT-SNI-DSC-35-6-9101_m0487,91.78,91.78,91.86,89.95,92.01,89.95,89.04,91.7,87.14,91.78,0.08,89.8,91.78,80.59,91.78,91.4
PT-TT-SNI-DSC-35-6-9101_m0488,87.52,87.52,86.77,85.39,88.01,85.52,86.89,86.64,83.02,87.52,0.12,82.15,87.52,81.9,87.52,80.65
PT-TT-SNI-DSC-35-6-9105_m0492,60.77,60.77,60.77,61.33,61.88,58.01,70.72,61.33,64.09,60.77,0.55,57.46,60.77,48.62,67.96,56.91
PT-TT-SNI-DSC-35-6-9105_m0493,85.32,85.32,87.83,85.91,85.45,85.58,83.47,85.05,71.69,85.32,0.07,82.34,85.32,61.04,85.32,84.52
PT-TT-SNI-DSC-35-6-9105_m0494,92.7,92.7,92.7,92.66,92.77,91.42,86.85,92.66,88.58,92.7,0.04,92.17,92.7,73.41,92.7,92.36
PT-TT-SNI-DSC-35-6-9105_m0495,93.19,93.19,93.19,93.19,93.11,92.55,87.75,93.15,89.54,93.19,0.04,89.8,93.19,74.13,93.19,93.34
PT-TT-SNI-DSC-35-6-9131_m0536,86.45,86.45,86.93,86.85,87.0,87.24,82.88,86.37,84.31,86.45,0.08,85.66,86.45,62.12,86.45,85.02
PT-TT-SNI-DSC-35-6-9140_m0549,84.23,84.23,83.44,89.55,84.06,89.37,80.96,84.32,70.5,84.23,0.09,79.89,84.23,78.83,84.23,87.69
PT-TT-SNI-DSC-35-6-9140_m0550,73.13,73.13,73.13,76.62,66.67,76.12,75.12,73.63,68.16,73.13,0.5,55.72,73.13,53.73,75.12,76.12
PT-TT-SNI-DSC-35-6-9275_m0721,88.4,88.4,82.87,81.77,87.29,82.87,80.66,87.29,71.27,88.4,0.0,62.43,88.4,59.67,80.11,74.59
PT-TT-SNI-DSC-35-6-9284_m0740,84.08,84.08,81.59,79.6,84.58,82.09,89.05,87.56,82.59,84.08,0.5,83.58,84.08,61.19,83.58,85.07
PT-TT-SNI-DSC-35-6-9373_m0757,65.22,65.22,77.64,74.53,67.08,80.75,82.61,66.46,70.19,65.22,0.62,65.84,65.22,67.7,80.12,82.61
PT-TT-SNI-DSC-35-7-7260_m0002,41.94,41.94,34.86,38.74,41.37,47.89,0.11,42.63,21.14,41.94,0.11,38.74,41.94,28.8,41.94,45.03
PT-TT-SNI-DSC-35-7-7266_m0008,56.46,56.46,49.6,30.61,63.06,54.09,5.54,56.99,31.13,56.46,0.26,40.9,56.46,41.42,54.09,43.54
PT-TT-SNI-DSC-35-7-7275_m0017,81.26,81.26,81.62,71.34,79.32,75.82,20.68,80.77,67.71,81.26,0.12,67.96,81.26,67.11,81.26,73.28
PT-TT-SNI-DSC-35-7-7291_m0032,76.9,76.9,78.45,65.92,74.37,69.3,6.06,77.89,58.17,76.9,0.14,74.51,76.9,68.17,76.9,72.82
PT-TT-SNI-DSC-35-7-7300_m0041,89.39,89.39,88.36,85.77,86.01,81.13,19.97,88.52,75.31,89.39,0.08,87.5,89.39,75.24,89.39,86.48
PT-TT-SNI-DSC-35-7-7300_m0042,92.73,92.73,85.45,90.0,91.82,76.36,2.73,93.64,52.73,92.73,0.91,91.82,92.73,1.82,60.0,94.55
PT-TT-SNI-DSC-35-7-7310_m0052,68.8,68.8,71.28,77.28,73.37,63.45,13.32,70.1,51.17,68.8,0.13,68.54,68.8,64.49,70.5,69.97
PT-TT-SNI-DSC-35-7-7327_m0069,67.93,67.93,64.8,55.26,63.32,59.05,12.34,69.24,50.0,67.93,0.0,56.09,67.93,61.18,72.04,63.32
PT-TT-SNI-DSC-35-7-7402_m0146,61.4,61.4,59.14,39.05,76.75,58.24,7.22,61.85,54.4,61.4,0.23,63.43,61.4,51.92,62.08,64.56
PT-TT-SNI-DSC-35-7-7476_m0227,62.19,62.19,62.85,67.0,62.52,57.21,8.13,60.53,39.3,62.19,0.17,59.04,62.19,50.91,63.68,65.34
PT-TT-SNI-DSC-35-7-7498_m0248,22.34,22.34,47.16,59.52,41.48,21.15,3.21,22.44,27.2,22.34,0.09,55.86,22.34,39.38,42.49,53.57
PT-TT-SNI-DSC-35-7-7520_m0266,57.89,57.89,66.76,52.35,62.05,43.77,7.2,56.51,24.65,57.89,0.28,46.81,57.89,5.26,57.89,39.89
PT-TT-SNI-DSC-35-7-7549_m0289,78.98,78.98,81.86,79.23,81.7,77.74,44.02,78.98,71.97,78.98,0.08,81.2,78.98,68.76,81.45,82.61
PT-TT-SNI-DSC-35-7-7549_m0290,73.75,73.75,57.92,48.26,77.22,72.2,37.07,74.9,49.42,73.75,0.39,80.31,73.75,51.35,77.61,73.36
PT-TT-SNI-DSC-35-7-7694_m0398,65.14,65.14,38.0,25.71,77.14,74.0,55.71,62.57,67.71,65.14,0.29,71.14,65.14,50.29,69.43,78.86
PT-TT-SNI-DSC-35-7-7726_m0433,90.95,90.95,89.52,87.87,91.03,91.39,81.34,91.31,88.73,90.95,0.0,88.51,90.95,81.69,90.95,91.17
PT-TT-SNI-DSC-35-7-7792_m0494,88.62,88.62,86.57,81.59,88.36,81.71,85.04,89.0,79.8,88.62,0.13,82.48,88.62,75.96,88.62,83.12
PT-TT-SNI-DSC-35-7-7818_m0518,70.25,70.25,78.5,76.29,81.59,81.15,75.55,70.1,78.06,70.25,0.15,78.2,70.25,69.66,78.65,82.03
PT-TT-SNI-DSC-35-7-7843_m0543,88.2,88.2,88.2,85.8,87.74,78.92,86.14,87.63,82.93,88.2,0.11,86.6,88.2,74.8,88.2,84.19
PT-TT-SNI-DSC-35-7-7872_m0573,78.66,78.66,75.73,75.73,81.17,61.92,51.46,78.66,50.21,78.66,0.42,67.78,78.66,66.95,80.33,69.46
PT-TT-SNI-DSC-35-7-7968_m0665,86.18,86.18,86.65,86.08,85.89,84.46,86.18,86.27,87.13,86.18,0.1,87.13,86.18,80.36,86.18,84.75
PT-TT-SNI-DSC-35-7-7968_m0666,78.1,78.1,83.17,80.95,76.83,80.95,78.73,80.32,67.3,78.1,0.32,66.35,78.1,65.71,76.19,77.78
PT-TT-SNI-DSC-35-7-8032_m0720,75.34,75.34,74.66,74.66,75.0,77.05,80.14,75.0,72.26,75.34,0.34,71.92,75.34,56.16,75.34,69.86
PT-TT-SNI-DSC-35-7-8102_m0784,76.93,76.93,82.14,81.72,77.78,79.18,80.59,76.51,77.92,76.93,0.14,82.14,76.93,74.26,76.93,76.09
PT-TT-SNI-DSC-35-7-8105_m0787,86.23,86.23,86.42,85.16,88.26,86.81,86.71,85.84,84.58,86.23,0.1,87.78,86.23,79.34,86.23,84.09
PT-TT-SNI-DSC-35-7-8150_m0825,85.51,85.51,80.84,78.74,86.92,87.15,83.88,85.98,83.88,85.51,0.23,82.71,85.51,75.23,83.41,80.37
PT-TT-SNI-DSC-35-7-8197_m0866,85.54,85.54,87.73,79.75,87.29,83.79,85.01,85.45,84.22,85.54,0.09,90.1,85.54,81.24,88.08,87.38
PT-TT-SNI-DSC-35-7-8197_m0867,74.59,74.59,62.98,66.3,74.59,30.39,58.01,70.17,68.51,74.59,0.0,54.7,74.59,49.17,72.38,70.17
PT-TT-SNI-DSC-35-7-8252_m0900,68.34,68.34,66.23,67.28,74.41,75.99,70.45,68.6,72.03,68.34,0.26,60.95,68.34,64.38,67.55,75.73
PT-TT-SNI-DSC-35-7-8268_m0914,83.8,83.8,83.6,82.8,82.9,78.07,77.36,84.21,79.48,83.8,0.1,80.48,83.8,75.15,83.8,83.2
PT-TT-SNI-DSC-35-7-8341_m0976,82.79,82.79,68.67,78.57,83.93,73.21,52.27,82.63,45.62,82.79,0.16,75.16,82.79,64.77,82.79,75.97
PT-TT-SNI-DSC-35-7-8360_m0998,37.95,37.95,49.08,40.97,27.24,47.68,10.92,39.78,30.27,37.95,0.0,47.35,37.95,15.89,37.95,26.81
PT-TT-SNI-DSC-35-7-8361_m0999,73.85,73.85,80.04,76.95,76.75,74.75,31.24,73.05,66.27,73.85,0.0,69.26,73.85,71.96,73.85,74.15
PT-TT-SNI-DSC-35-7-8361_m1000,76.53,76.53,70.74,70.1,76.53,47.27,44.69,75.24,51.13,76.53,0.0,65.27,76.53,45.98,73.63,73.95
PT-TT-SNI-DSC-35-7-8405_m1048,71.19,71.19,77.01,77.31,68.36,65.37,70.75,71.64,43.58,71.19,0.15,70.9,71.19,57.61,67.16,56.72
PT-TT-SNI-DSC-35-7-8409_m1052,71.9,71.9,73.82,75.99,72.16,68.45,44.83,72.16,56.07,71.9,0.13,68.71,71.9,60.41,71.9,75.22
PT-TT-SNI-DSC-35-7-8480_m1121,71.61,71.61,73.05,75.07,71.33,65.56,53.75,71.18,49.28,71.61,0.14,65.56,71.61,55.19,71.61,78.53
PT-TT-SNI-DSC-35-7-8510_m1158,54.09,54.09,57.63,66.91,64.71,71.18,52.75,52.99,51.28,54.09,0.12,69.6,54.09,54.82,54.09,63.86
PT-TT-SNI-DSC-35-7-8518_m1169,69.84,69.84,74.29,68.05,69.84,29.27,20.06,70.73,11.89,69.84,0.15,65.38,69.84,34.92,69.84,76.52
PT-TT-SNI-DSC-35-7-8658_m1303,86.92,86.92,86.64,87.39,85.89,83.73,80.43,86.17,83.54,86.92,0.09,86.08,86.92,55.22,82.88,83.16
PT-TT-SNI-DSC-35-7-8658_m1304,79.2,79.2,80.4,69.6,77.6,74.8,70.0,80.0,59.2,79.2,0.4,64.4,79.2,56.4,79.2,70.0
PT-TT-SNI-DSC-35-7-8658_m1305,76.7,76.7,81.44,84.66,85.23,83.33,83.33,76.7,82.77,76.7,0.19,83.9,76.7,84.47,88.07,77.27
PT-TT-SNI-DSC-35-7-8687_m1338,83.19,83.19,82.63,78.43,81.23,76.47,62.75,84.31,65.83,83.19,0.28,66.11,83.19,55.74,77.87,70.87
PT-TT-SNI-DSC-35-8-231_m0084,75.68,75.68,83.9,86.8,78.58,76.33,4.99,74.56,66.99,75.68,0.16,78.26,75.68,57.97,75.2,80.35
PT-TT-SNI-DSC-35-8-270_m0112,55.7,55.7,76.22,77.2,60.91,54.72,0.33,56.03,47.88,55.7,0.33,66.45,55.7,20.52,63.19,65.47
PT-TT-SNI-DSC-35-8-4007_m0214,70.68,70.68,74.38,61.42,70.99,65.43,60.8,70.68,59.88,70.68,0.31,70.06,70.68,47.84,48.77,74.38
PT-TT-SNI-DSC-35-8-4012_m0219,90.85,90.85,92.31,88.36,89.19,80.67,84.2,90.02,71.52,90.85,0.21,78.38,90.85,68.19,90.85,92.52
PT-TT-SNI-DSC-35-8-4013_m0220,79.34,79.34,80.99,80.17,80.37,78.72,74.38,78.51,73.97,79.34,0.0,73.14,79.34,59.3,79.34,81.4
PT-TT-SNI-DSC-35-8-4115_m0294,60.59,60.59,78.18,65.8,61.89,57.0,0.33,61.89,48.53,60.59,0.33,58.31,60.59,28.66,65.15,52.77
PT-TT-SNI-DSC-35-8-4124_m0303,82.36,82.36,79.5,79.74,83.43,77.47,0.12,81.29,74.61,82.36,0.12,79.74,82.36,49.7,82.36,78.9
PT-TT-SNI-DSC-35-8-4201_m0374,63.67,63.67,72.67,75.56,73.31,68.81,0.32,63.34,65.27,63.67,0.0,57.56,63.67,44.69,70.1,70.42
PT-TT-SNI-DSC-35-8-4202_m0375,56.2,56.2,48.28,43.8,68.07,62.8,0.26,54.62,58.05,56.2,0.0,59.89,56.2,30.87,56.99,68.87
PT-TT-SNI-DSC-35-8-4203_m0376,59.51,59.51,60.43,61.04,66.87,62.27,0.31,60.12,53.37,59.51,0.31,58.9,59.51,34.36,64.42,61.35
PT-TT-SNI-DSC-35-8-4228_m0405,66.82,66.82,66.11,55.21,72.99,72.51,0.24,65.17,56.16,66.82,0.24,58.53,66.82,56.4,68.48,74.41
PT-TT-SNI-DSC-35-8-4229_m0406,65.81,65.81,64.84,42.67,77.65,80.92,0.09,65.64,78.71,65.81,0.09,81.27,65.81,46.91,70.85,78.8
PT-TT-SNI-DSC-35-8-9303_m0451,91.49,91.49,91.75,90.89,91.66,90.89,80.65,91.23,82.03,91.49,0.09,86.93,91.49,79.36,91.49,89.77
PT-TT-SNI-DSC-35-8-9303_m0452,77.3,77.3,72.39,77.3,76.69,71.47,67.48,75.46,56.75,77.3,0.31,54.91,77.3,53.68,77.3,72.39
PT-TT-SNI-DSC-35-8-9320_m0475,64.16,64.16,68.58,69.03,64.16,65.93,81.86,59.73,79.2,64.16,0.0,61.5,64.16,50.0,70.8,64.6
PT-TT-SNI-DSC-9-84_m0123,77.05,77.05,59.96,55.23,70.19,74.8,15.64,75.93,0.11,77.05,0.11,74.24,77.05,60.18,74.8,76.72
PT-TT-SNI-DGE-1-1068_m0001,6.7,6.7,19.55,15.64,12.85,0.0,20.67,8.94,21.23,6.7,0.0,16.76,6.7,16.76,0.56,0.0
PT-TT-SNI-DGE-1-1068_m0003,37.43,37.43,43.02,35.2,27.93,16.76,6.7,38.55,21.79,37.43,0.0,43.02,37.43,0.0,19.55,25.14
PT-TT-SNI-DGE-1-1549_m0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DGE-1-1549_m0008,50.82,50.82,18.85,15.16,67.62,59.43,2.05,51.64,36.89,50.82,0.41,80.74,50.82,52.87,39.34,73.36
PT-TT-SNI-DGE-1-2057_m0001,0.0,0.0,0.0,17.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.22,0.0,0.0
PT-TT-SNI-DGE-1-2057_m0002,58.82,58.82,48.04,50.0,65.69,68.63,71.57,59.8,39.22,58.82,0.98,68.63,58.82,50.98,61.76,64.71
PT-TT-SNI-DGE-1-2862_m0002,0.0,0.0,0.0,24.54,0.0,0.0,3.68,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DGE-1-3764_m0012,26.05,26.05,15.97,0.0,0.0,0.0,0.84,29.41,0.0,26.05,0.0,18.49,26.05,12.61,26.05,31.93
PT-TT-SNI-DGE-1-4370_m0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DGE-1-4370_m0004,4.88,4.88,0.0,0.0,0.0,0.0,0.0,3.25,0.0,4.88,0.81,0.0,4.88,0.0,0.0,0.0
PT-TT-SNI-DGE-1-4605_m0006,12.22,12.22,21.67,22.22,20.56,0.0,1.67,12.22,30.0,12.22,0.56,38.33,12.22,0.0,6.67,0.0
PT-TT-SNI-DGE-1-4653_m0002,11.26,11.26,23.84,21.85,0.0,0.0,0.0,9.93,4.64,11.26,0.66,0.0,11.26,0.0,0.0,0.0
PT-TT-SNI-DGE-1-4998_m0008,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,1.45,0.0,1.45,0.0,0.0,1.45,26.09,0.0
PT-TT-SNI-DGE-1-5107_m0001,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,7.14
PT-TT-SNI-DGE-1-5527_m0001,54.22,54.22,60.44,60.44,54.22,58.67,47.11,54.67,38.22,54.22,0.0,57.33,54.22,41.78,38.22,61.78
PT-TT-SNI-DGE-1-5964_m0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DGE-1-601-A_m0003,18.18,18.18,3.64,50.91,18.18,0.0,7.27,21.82,1.82,18.18,1.82,45.45,18.18,21.82,16.36,0.0
PT-TT-SNI-DGE-1-601-A_m0020,25.88,25.88,55.29,49.41,56.47,0.0,4.71,56.47,23.53,25.88,1.18,18.82,25.88,17.65,0.0,0.0
PT-TT-SNI-DGE-1-6109_m0001,18.4,18.4,13.6,20.8,20.0,0.0,18.4,17.6,11.2,18.4,0.8,32.8,18.4,0.0,0.0,40.8
PT-TT-SNI-DGE-1-618_m0001,20.25,20.25,0.61,8.59,23.31,44.17,11.66,23.31,12.27,20.25,0.0,39.88,20.25,0.61,39.26,43.56
PT-TT-SNI-DGE-1-6745_m0014,0.88,0.88,0.88,0.88,0.88,59.65,57.02,0.88,0.88,0.88,0.0,28.95,0.88,6.14,42.98,26.32
PT-TT-SNI-DGE-1-7208_m0014,69.57,69.57,36.52,70.43,64.35,20.87,36.52,71.3,26.09,69.57,0.87,39.13,69.57,4.35,50.43,32.17
PT-TT-SNI-DGE-1-7251_m0002,18.42,18.42,42.63,41.58,19.47,3.16,24.21,17.37,40.0,18.42,0.53,24.74,18.42,2.63,18.95,20.53
PT-TT-SNI-DGE-1-742_m0001,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DGE-1-7968_m0001,0.76,0.76,0.0,13.74,9.92,45.8,0.76,0.76,25.19,0.76,0.0,25.19,0.76,48.09,15.27,54.2
PT-TT-SNI-DGE-1-7968_m0007,25.25,25.25,9.09,0.0,8.08,3.03,16.16,22.22,0.0,25.25,1.01,12.12,25.25,9.09,14.14,0.0
PT-TT-SNI-DGE-1-8273_m0001,3.7,3.7,3.7,3.7,3.7,18.52,3.7,3.7,3.7,3.7,0.0,3.7,3.7,3.7,3.7,11.11
PT-TT-SNI-DGE-1-8273_m0002,18.99,18.99,0.56,0.56,37.99,86.59,88.27,18.99,87.15,18.99,0.0,73.74,18.99,77.09,67.6,62.01
PT-TT-SNI-DGE-1-8678_m0006,0.0,0.0,0.0,0.0,2.44,0.0,19.51,0.0,17.07,0.0,2.44,0.0,0.0,14.63,4.88,0.0
PT-TT-SNI-DGE-1-8692_m0006,61.86,61.86,14.43,19.59,60.82,63.92,1.03,59.79,50.52,61.86,1.03,18.56,61.86,0.0,10.31,67.01
PT-TT-SNI-DSC-35-1-1623A_m0105,52.63,52.63,50.0,38.82,54.61,38.16,34.21,51.97,37.5,52.63,0.66,38.16,52.63,18.42,45.39,39.47
PT-TT-SNI-DSC-35-1-1623_m0104,85.5,85.5,88.55,90.08,61.07,87.79,77.1,84.73,77.1,85.5,0.0,54.2,85.5,65.65,86.26,80.15
PT-TT-SNI-DSC-35-1-1649_m0131,82.52,82.52,79.61,73.79,74.76,77.67,70.87,82.52,70.87,82.52,0.97,52.43,82.52,47.57,74.76,81.55
PT-TT-SNI-DSC-35-1-1703_m0185,80.15,80.15,77.86,77.86,80.92,82.44,74.81,79.39,78.63,80.15,0.76,80.15,80.15,69.47,87.79,77.86
PT-TT-SNI-DSC-35-1-1804_m0284,78.01,78.01,68.79,73.05,61.7,56.03,51.77,73.76,53.9,78.01,0.71,42.55,78.01,42.55,57.45,69.5
PT-TT-SNI-DSC-35-1-1950_m0436,83.9,83.9,76.69,90.68,81.78,87.29,0.42,83.9,86.86,83.9,0.0,77.12,83.9,62.71,90.25,84.75
PT-TT-SNI-DSC-35-1-1955_m0441,87.26,87.26,88.46,87.58,86.89,85.18,0.06,86.38,87.26,87.26,0.06,83.1,87.26,50.19,87.26,88.27
PT-TT-SNI-DSC-35-1-1955_m0442,85.38,85.38,79.53,77.19,84.8,81.87,0.58,83.63,88.89,85.38,0.58,62.57,85.38,31.58,73.68,83.63
PT-TT-SNI-DSC-35-1-1985_m0471,86.45,86.45,69.12,76.89,85.46,81.67,0.2,85.66,86.25,86.45,0.0,83.67,86.45,51.2,86.45,86.25
PT-TT-SNI-DSC-35-1-2039_m0525,5.92,5.92,0.07,0.07,2.63,81.43,0.07,5.92,87.28,5.92,0.07,11.62,5.92,33.7,45.83,50.66
PT-TT-SNI-DSC-35-1-2043_m0529,86.59,86.59,74.39,65.85,76.83,72.56,0.61,85.37,73.17,86.59,0.0,73.17,86.59,37.2,87.8,71.95
PT-TT-SNI-DSC-35-1-2076_m0565,65.22,65.22,90.43,88.7,92.17,87.83,11.3,64.35,79.13,65.22,0.87,80.87,65.22,46.09,84.35,84.35
PT-TT-SNI-DSC-35-1-2082_m0571,66.82,66.82,45.5,45.02,71.56,69.67,56.87,63.98,68.72,66.82,0.47,54.03,66.82,49.76,63.03,58.29
PT-TT-SNI-DSC-35-1-2086_m0575,74.61,74.61,15.12,40.5,70.93,86.05,0.19,73.64,86.63,74.61,0.0,88.57,74.61,40.5,83.33,89.92
PT-TT-SNI-DSC-35-3-1052_m0799,22.0,22.0,1.0,1.0,12.0,80.0,1.0,20.0,49.0,22.0,1.0,1.0,22.0,1.0,66.0,44.0
PT-TT-SNI-DSC-35-3-113_m0041,86.37,86.37,88.96,88.7,86.94,85.95,0.05,85.17,79.57,86.37,0.05,82.79,86.37,47.59,86.37,85.54
PT-TT-SNI-DSC-35-3-1260_m0995,82.65,82.65,81.93,76.92,81.93,78.18,0.18,82.65,78.89,82.65,0.18,84.44,82.65,62.25,82.65,81.75
PT-TT-SNI-DSC-35-3-1278_m1012,89.15,89.15,82.4,84.46,86.51,85.04,73.02,89.74,81.82,89.15,0.29,80.65,89.15,66.86,80.35,82.11
PT-TT-SNI-DSC-35-3-1280_m1014,91.88,91.88,87.0,86.71,84.93,88.63,55.98,90.55,80.5,91.88,0.15,88.48,91.88,60.86,88.92,88.18
PT-TT-SNI-DSC-35-3-1337B_m1071,0.23,0.23,0.23,0.23,3.02,81.9,73.32,0.23,72.16,0.23,0.23,0.23,0.23,63.11,14.39,10.67
PT-TT-SNI-DSC-35-3-133_m0060,60.5,60.5,25.83,20.4,57.31,82.08,4.13,59.91,82.9,60.5,0.12,77.24,60.5,53.77,79.72,83.73
PT-TT-SNI-DSC-35-3-1361_m1095,81.9,81.9,74.29,65.71,88.57,64.76,0.95,80.0,58.1,81.9,0.0,81.9,81.9,0.95,68.57,53.33
PT-TT-SNI-DSC-35-3-1381_m1115,63.64,63.64,32.17,22.73,61.19,84.62,66.08,62.59,67.48,63.64,0.0,81.82,63.64,58.39,77.27,81.12
PT-TT-SNI-DSC-35-3-1382_m1116,66.21,66.21,41.38,29.31,63.1,56.9,45.52,63.45,60.69,66.21,0.0,65.17,66.21,57.24,63.1,62.07
PT-TT-SNI-DSC-35-3-1387_m1121,58.19,58.19,14.91,16.38,70.42,76.53,80.68,56.97,79.46,58.19,0.24,74.57,58.19,60.39,71.39,57.95
PT-TT-SNI-DSC-35-3-1412_m1144,71.21,71.21,48.13,25.49,69.01,68.57,7.69,70.55,74.73,71.21,0.0,76.92,71.21,55.82,74.07,76.04
PT-TT-SNI-DSC-35-3-1412_m1145,81.59,81.59,80.95,80.63,84.44,72.38,0.32,80.32,74.6,81.59,0.32,81.27,81.59,63.17,79.68,78.41
PT-TT-SNI-DSC-35-3-1432_m1163,30.0,30.0,8.89,10.0,31.11,35.56,11.11,28.89,60.0,30.0,0.0,75.56,30.0,8.89,47.78,27.78
PT-TT-SNI-DSC-35-3-166_m0087,94.43,94.43,90.4,87.62,88.85,81.11,0.31,93.19,80.5,94.43,0.31,80.8,94.43,56.66,93.81,91.02
PT-TT-SNI-DSC-35-3-399_m0168,87.31,87.31,85.56,84.46,85.12,79.43,0.22,86.87,80.96,87.31,0.0,87.53,87.31,51.86,89.28,88.84
PT-TT-SNI-DSC-35-3-463_m0231,79.44,79.44,85.0,84.44,79.44,65.0,0.56,80.56,65.56,79.44,0.56,76.67,79.44,56.67,75.56,81.67
PT-TT-SNI-DSC-35-3-572_m0329,88.64,88.64,78.41,68.18,87.5,78.41,1.14,88.64,73.86,88.64,0.0,88.64,88.64,70.45,75.0,88.64
PT-TT-SNI-DSC-35-3-578_m0335,89.47,89.47,90.99,89.47,90.27,88.39,63.3,89.98,84.14,89.47,0.07,88.18,89.47,73.76,89.33,89.55
PT-TT-SNI-DSC-35-3-590_m0346,82.02,82.02,53.93,47.19,84.27,69.66,3.37,79.78,64.04,82.02,1.12,53.93,82.02,60.67,74.16,55.06
