file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,simple_threshold,otsu_threshold,triangle_threshold,erosion,dilation,opening,closing,morphological_gradient,top_hat,black_hat,adaptive_threshold0,adaptive_threshold1
PT-TT-SNI-DSC-35-3-590_m0346,57.14,0.0,45.45,11.76,13.33,51.85,53.33,41.67,0.0,0.0,38.1,0.0,0.0,0.0,57.14,0.0,0.0
PT-TT-SNI-DSC-35-3-591_m0347,68.89,62.15,59.09,50.28,69.71,62.72,63.04,46.33,37.5,0.0,44.2,0.0,12.9,1.03,65.52,0.0,0.0
PT-TT-SNI-DSC-35-3-591_m0348,60.0,42.11,57.14,47.62,76.19,52.17,60.0,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DSC-35-3-605_m0362,58.33,0.0,13.33,0.0,0.0,54.55,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DSC-35-3-607_m0364,57.14,0.0,50.0,0.0,28.57,40.0,57.14,58.82,0.0,0.0,11.11,0.0,0.0,0.0,37.5,0.0,0.0
PT-TT-SNI-DSC-35-3-616_m0373,60.0,44.44,57.93,45.64,49.32,49.3,58.16,43.08,0.0,0.0,0.0,0.0,0.0,0.0,53.33,0.0,0.0
PT-TT-SNI-DSC-35-3-667_m0421,71.83,0.0,48.28,13.46,50.37,64.23,56.55,35.77,33.08,0.0,46.88,0.0,13.85,0.0,58.21,0.0,0.0
PT-TT-SNI-DSC-35-3-731_m0485,30.77,0.0,0.0,0.0,0.0,36.59,24.69,31.33,3.28,0.0,34.04,0.0,0.0,0.0,33.01,0.0,0.0
PT-TT-SNI-DSC-35-3-80_m0011,8.0,0.0,7.09,0.0,0.0,8.0,6.58,6.58,8.51,0.0,5.41,0.0,5.33,0.0,7.95,0.0,0.0
PT-TT-SNI-DSC-35-3-869_m0625,28.57,0.0,0.0,0.0,0.0,42.55,6.9,44.9,30.0,0.0,21.28,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DSC-35-3-882_m0636,52.17,0.0,0.0,0.0,0.0,38.46,41.67,45.45,0.0,0.0,21.05,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DSC-35-3-920_m0668,64.29,0.0,0.0,0.0,0.0,51.85,50.0,40.0,11.76,0.0,37.04,0.0,0.0,0.0,0.0,0.0,0.0
PT-TT-SNI-DSC-35-3-969_m0715,75.0,0.0,11.11,0.0,0.0,58.54,56.25,73.33,0.0,0.0,23.08,0.0,0.0,0.0,72.73,0.0,0.0
PT-TT-SNI-DSC-35-3-988_m0733,0.0,0.0,0.0,0.0,0.0,49.38,0.0,43.37,17.39,0.0,30.0,0.0,16.67,0.0,43.37,0.0,0.0
PT-TT-SNI-DSC-35-8-273_m0115,84.44,8.0,71.43,37.04,58.82,78.05,68.18,61.54,0.0,0.0,48.89,0.0,0.0,0.0,66.67,0.0,0.0
PT-TT-SNI-DSC-35-8-278_m0120,64.29,62.22,69.57,64.52,65.22,57.45,61.18,55.67,42.11,0.0,42.35,0.0,15.38,0.0,64.65,0.0,0.0
