file,baseline,homogeneous_blur,gaussian_blur,median_blur,bilateral_filtering,adaptive_threshold,simple_threshold,otsu_threshold,triangle_threshold,erosion,dilation,opening,closing,morphological_gradient,top_hat,black_hat
PT-TT-SNI-DSC-35-1-1985_m0471,70.49,70.49,58.72,59.65,71.07,50.0,0.0,69.42,63.33,70.49,0.0,54.24,70.49,10.0,67.72,67.77
PT-TT-SNI-DSC-35-1-2039_m0525,2.42,2.42,0.0,0.0,0.0,39.62,0.0,2.44,54.84,2.42,0.0,1.12,2.42,9.68,23.35,28.57
PT-TT-SNI-DSC-35-1-2043_m0529,76.6,76.6,67.92,58.18,68.18,57.78,0.0,72.34,53.06,76.6,0.0,60.47,76.6,20.51,73.91,60.87
PT-TT-SNI-DSC-35-1-2076_m0565,66.67,66.67,60.61,60.61,77.42,62.5,0.0,57.14,56.25,66.67,0.0,66.67,66.67,44.44,66.67,70.97
PT-TT-SNI-DSC-35-1-2082_m0571,49.06,49.06,36.07,18.52,48.39,52.31,29.63,42.31,55.56,49.06,0.0,41.27,49.06,25.0,43.08,50.7
PT-TT-SNI-DSC-35-1-2086_m0575,56.41,56.41,12.82,21.78,51.24,55.38,0.0,49.15,61.19,56.41,0.0,56.3,56.41,16.18,63.08,69.17
PT-TT-SNI-DSC-35-3-1052_m0799,22.22,22.22,0.0,0.0,10.53,48.28,0.0,10.53,54.55,22.22,0.0,0.0,22.22,0.0,51.85,36.36
PT-TT-SNI-DSC-35-3-113_m0041,59.17,59.17,57.62,56.4,57.49,51.66,0.0,52.78,38.88,59.17,0.0,46.92,59.17,8.53,59.17,56.39
PT-TT-SNI-DSC-35-3-1260_m0995,63.64,63.64,64.66,57.14,63.64,58.21,0.0,65.65,53.44,63.64,0.0,66.17,63.64,28.79,63.64,63.16
PT-TT-SNI-DSC-35-3-1278_m1012,70.21,70.21,71.11,71.74,72.16,60.42,42.11,72.34,56.31,70.21,0.0,56.84,70.21,36.56,64.71,64.52
PT-TT-SNI-DSC-35-3-1280_m1014,69.23,69.23,62.82,58.39,58.23,58.23,16.77,62.89,49.69,69.23,0.0,60.12,69.23,22.49,67.08,66.67
PT-TT-SNI-DSC-35-3-1337B_m1071,0.0,0.0,0.0,0.0,0.0,53.47,52.08,0.0,61.7,0.0,0.0,0.0,0.0,26.17,6.67,9.52
PT-TT-SNI-DSC-35-3-133_m0060,37.99,37.99,14.49,13.24,34.64,44.02,0.0,38.25,49.75,37.99,0.0,46.23,37.99,18.78,52.0,56.86
PT-TT-SNI-DSC-35-3-1361_m1095,75.0,75.0,53.85,40.0,64.29,30.3,0.0,66.67,52.17,75.0,0.0,53.33,75.0,0.0,48.0,60.0
PT-TT-SNI-DSC-35-3-1381_m1115,48.39,48.39,33.33,13.64,48.39,55.56,37.14,41.94,52.46,48.39,0.0,53.52,48.39,22.86,62.34,54.55
PT-TT-SNI-DSC-35-3-1382_m1116,49.32,49.32,34.48,36.36,52.05,40.51,30.99,45.33,47.37,49.32,0.0,57.53,49.32,18.42,51.28,54.05
PT-TT-SNI-DSC-35-3-1387_m1121,41.98,41.98,14.81,14.04,51.11,46.94,51.11,32.1,47.83,41.98,0.0,47.31,41.98,22.47,61.18,28.89
PT-TT-SNI-DSC-35-3-1412_m1144,38.53,38.53,23.66,5.19,34.15,40.94,0.0,34.55,46.55,38.53,0.0,42.2,38.53,10.34,40.35,40.0
PT-TT-SNI-DSC-35-3-1412_m1145,68.09,68.09,67.47,64.37,68.97,40.43,0.0,67.37,48.89,68.09,0.0,63.74,68.09,34.88,70.83,67.37
PT-TT-SNI-DSC-35-3-1432_m1163,22.22,22.22,0.0,0.0,33.33,35.9,11.11,11.11,40.0,22.22,0.0,64.0,22.22,0.0,43.48,29.63
PT-TT-SNI-DSC-35-3-166_m0087,82.22,82.22,80.46,70.21,82.35,65.88,0.0,77.78,58.14,82.22,0.0,59.77,82.22,15.05,83.15,84.44
PT-TT-SNI-DSC-35-3-399_m0168,69.92,69.92,70.31,67.2,69.42,45.31,0.0,64.52,59.2,69.92,0.0,68.7,69.92,23.21,73.17,71.54
PT-TT-SNI-DSC-35-3-463_m0231,58.54,58.54,61.9,60.47,58.54,46.15,0.0,70.0,46.15,58.54,0.0,58.54,58.54,18.6,55.0,59.09
PT-TT-SNI-DSC-35-3-572_m0329,72.0,72.0,66.67,43.48,64.0,66.67,0.0,72.0,58.33,72.0,0.0,72.0,72.0,46.15,52.17,72.0
PT-TT-SNI-DSC-35-3-578_m0335,59.06,59.06,61.49,54.36,62.42,51.32,21.09,58.5,43.79,59.06,0.0,57.14,59.06,29.97,60.2,60.87
PT-TT-SNI-DSC-35-3-590_m0346,57.14,57.14,40.0,31.58,59.26,35.71,0.0,57.14,41.67,57.14,0.0,47.62,57.14,40.0,53.85,47.62
PT-TT-SNI-DSC-35-3-591_m0347,68.89,68.89,67.03,72.51,69.61,53.63,24.1,70.79,50.56,68.89,0.0,58.62,68.89,11.24,68.89,72.51
PT-TT-SNI-DSC-35-3-591_m0348,60.0,60.0,66.67,57.14,60.0,50.0,26.67,70.0,43.48,60.0,0.0,47.62,60.0,10.0,35.29,45.45
PT-TT-SNI-DSC-35-3-605_m0362,58.33,58.33,46.15,60.87,56.0,48.0,40.0,58.33,50.0,58.33,0.0,52.17,58.33,43.48,50.0,61.54
PT-TT-SNI-DSC-35-3-607_m0364,57.14,57.14,28.57,52.63,57.14,40.0,12.5,57.14,58.82,57.14,0.0,54.55,57.14,16.67,16.67,57.14
PT-TT-SNI-DSC-35-3-616_m0373,60.0,60.0,65.73,63.83,60.43,58.33,0.0,57.14,43.94,60.0,0.0,51.47,60.0,13.11,60.43,62.59
PT-TT-SNI-DSC-35-3-667_m0421,71.83,71.83,73.38,68.46,71.01,57.36,19.23,70.42,36.8,71.83,0.0,63.83,71.83,26.47,71.83,71.53
PT-TT-SNI-DSC-35-3-731_m0485,30.77,30.77,6.78,13.33,14.71,23.68,0.0,33.77,35.71,30.77,0.0,40.0,30.77,15.58,39.02,46.15
PT-TT-SNI-DSC-35-3-80_m0011,8.0,8.0,6.8,6.99,8.0,6.58,0.0,6.62,6.62,8.0,0.0,9.33,8.0,8.86,6.67,6.94
PT-TT-SNI-DSC-35-3-869_m0625,28.57,28.57,0.0,0.0,7.41,41.86,53.06,28.57,48.98,28.57,0.0,40.0,28.57,10.71,45.45,51.06
PT-TT-SNI-DSC-35-3-882_m0636,52.17,52.17,12.5,9.09,40.0,60.87,25.0,50.0,45.45,52.17,0.0,27.27,52.17,20.0,43.48,36.36
PT-TT-SNI-DSC-35-3-920_m0668,64.29,64.29,21.05,44.44,59.26,66.67,0.0,64.29,40.0,64.29,0.0,48.0,64.29,20.0,57.14,51.61
PT-TT-SNI-DSC-35-3-969_m0715,75.0,75.0,40.0,41.67,77.42,83.87,80.0,77.42,73.33,75.0,0.0,80.0,75.0,25.0,56.52,78.79
PT-TT-SNI-DSC-35-3-988_m0733,0.0,0.0,0.0,0.0,4.35,30.23,26.83,0.0,46.34,0.0,0.0,18.87,0.0,18.18,48.72,47.37
PT-TT-SNI-DSC-35-8-273_m0115,84.44,84.44,92.68,78.05,92.68,66.67,0.0,78.26,60.0,84.44,0.0,71.11,84.44,37.5,95.0,81.82
PT-TT-SNI-DSC-35-8-278_m0120,64.29,64.29,66.67,63.41,63.53,61.86,0.0,61.18,55.67,64.29,0.0,62.79,64.29,27.27,64.29,69.14
